Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC
236,"MC Yuen, I King, KS Leung","A survey of crowdsourcing systems",2011,"Privacy, Security, Risk and Trust ( …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/6113213/","https://scholar.google.com/scholar?cites=4658943734033986494&as_sdt=5,34&sciodt=0,34&hl=en&num=20",11,"2017-05-09","","","","",0,0,0,0,236
206,"C Vondrick, D Patterson, D Ramanan","Efficiently scaling up crowdsourced video annotation",2013,"International Journal of Computer …","Springer","http://link.springer.com/article/10.1007/s11263-012-0564-1","https://scholar.google.com/scholar?cites=14574332739728695045&as_sdt=5,34&sciodt=0,34&hl=en&num=20",12,"2017-05-09","","","","",0,0,0,0,206
205,"PG Kelley, S Komanduri, ML Mazurek…","Guess again (and again and again): Measuring password strength by simulating password-cracking algorithms",2012,"Security and Privacy …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/6234434/","https://scholar.google.com/scholar?cites=13121710142778026940&as_sdt=5,34&sciodt=0,34&hl=en&num=20",13,"2017-05-09","","","","",0,0,0,0,205
188,"LC Irani, M Silberman","Turkopticon: Interrupting worker invisibility in amazon mechanical turk",2013,"Proceedings of the SIGCHI Conference on …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2470742","https://scholar.google.com/scholar?cites=17696231809682353877&as_sdt=5,34&sciodt=0,34&hl=en&num=20",14,"2017-05-09","","","","",0,0,0,0,188
162,"K Fort, G Adda, KB Cohen","Amazon mechanical turk: Gold mine or coal mine?",2011,"Computational Linguistics","MIT Press","http://www.mitpressjournals.org/doi/pdf/10.1162/COLI_a_00057","https://scholar.google.com/scholar?cites=14919968416430458648&as_sdt=5,34&sciodt=0,34&hl=en&num=20",15,"2017-05-09","PDF","","","",0,0,0,0,162
148,"L Kazemi, C Shahabi","Geocrowd: enabling query answering with spatial crowdsourcing",2012,"Proceedings of the 20th international conference …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2424346","https://scholar.google.com/scholar?cites=14958889046941027263&as_sdt=5,34&sciodt=0,34&hl=en&num=20",16,"2017-05-09","","","","",0,0,0,0,148
127,"G Wang, C Wilson, X Zhao, Y Zhu, M Mohanlal…","Serf and turf: crowdturfing for fun and profit",2012,"Proceedings of the 21st …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2187928","https://scholar.google.com/scholar?cites=322047091431805350&as_sdt=5,34&sciodt=0,34&hl=en&num=20",17,"2017-05-09","","","","",0,0,0,0,127
120,"MA Borkin, AA Vo, Z Bylinskii, P Isola…","What makes a visualization memorable?",2013,"… on Visualization and …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/6634103/","https://scholar.google.com/scholar?cites=9266838959966617328&as_sdt=5,34&sciodt=0,34&hl=en&num=20",18,"2017-05-09","","","","",0,0,0,0,120
113,"C Eickhoff, AP de Vries","Increasing cheat robustness of crowdsourcing tasks",2013,"Information retrieval","Springer","http://link.springer.com/article/10.1007/s10791-011-9181-9","https://scholar.google.com/scholar?cites=48193324119052164&as_sdt=5,34&sciodt=0,34&hl=en&num=20",20,"2017-05-09","","","","",0,0,0,0,113
107,"L Yu, JV Nickerson","Cooks or cobblers?: crowd creativity through combination",2011,"Proceedings of the SIGCHI conference on human …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1979147","https://scholar.google.com/scholar?cites=14199481748740309974&as_sdt=5,34&sciodt=0,34&hl=en&num=20",19,"2017-05-09","","","","",0,0,0,0,107
103,"LS Huang, A Moshchuk, HJ Wang, S Schecter…","Clickjacking: Attacks and Defenses.",2012,"USENIX Security …","usenix.org","https://www.usenix.org/system/files/conference/usenixsecurity12/sec12-final39.pdf","https://scholar.google.com/scholar?cites=11135199778810009802&as_sdt=5,34&sciodt=0,34&hl=en&num=20",21,"2017-05-09","PDF","","","",0,0,0,0,103
96,"D Martin, BV Hanrahan, J O'Neill, N Gupta","Being a turker",2014,"Proceedings of the 17th …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2531663","https://scholar.google.com/scholar?cites=6857168211633763921&as_sdt=5,34&sciodt=0,34&hl=en&num=20",24,"2017-05-09","","","","",0,0,0,0,96
85,"A Gupta, W Thies, E Cutrell…","mClerk: enabling mobile crowdsourcing in developing regions",2012,"Proceedings of the SIGCHI …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2208320","https://scholar.google.com/scholar?cites=16689366220605581194&as_sdt=5,34&sciodt=0,34&hl=en&num=20",23,"2017-05-09","","","","",0,0,0,0,85
85,"M Silberman, L Irani, J Ross","Ethics and tactics of professional crowdwork",2010,"XRDS: Crossroads, The ACM Magazine …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1869100","https://scholar.google.com/scholar?cites=13373691314287613949&as_sdt=5,34&sciodt=0,34&hl=en&num=20",25,"2017-05-09","","","","",0,0,0,0,85
84,"C Vondrick, D Ramanan, D Patterson","Efficiently scaling up video annotation with crowdsourced marketplaces",2010,"Computer Vision–ECCV 2010","Springer","http://www.springerlink.com/index/N0G3357N45895761.pdf","https://scholar.google.com/scholar?cites=2854064703988652310&as_sdt=5,34&sciodt=0,34&hl=en&num=20",22,"2017-05-09","","","","",0,0,0,0,84
82,"M Hirth, T Hoßfeld, P Tran-Gia","Analyzing costs and accuracy of validation mechanisms for crowdsourcing platforms",2013,"Mathematical and Computer Modelling","Elsevier","http://www.sciencedirect.com/science/article/pii/S0895717712000076","https://scholar.google.com/scholar?cites=5514797567772660972&as_sdt=5,34&sciodt=0,34&hl=en&num=20",26,"2017-05-09","","","","",0,0,0,0,82
82,"P Barger, TS Behrend, DJ Sharek, EF Sinar","IO and the crowd: Frequently asked questions about using Mechanical Turk for research",2011,"The Industrial-Organizational …","","","https://scholar.google.com/scholar?cites=12097158366874693929&as_sdt=5,34&sciodt=0,34&hl=en&num=20",36,"2017-05-09","CITATION","","","",0,0,0,0,82
80,"C Huff, D Tingley","“Who are these people?” Evaluating the demographic characteristics and political preferences of MTurk survey respondents",2015,"Research & Politics","journals.sagepub.com","http://journals.sagepub.com/doi/abs/10.1177/2053168015604648","https://scholar.google.com/scholar?cites=120617271241437443&as_sdt=5,34&sciodt=0,34&hl=en&num=20",42,"2017-05-09","","","","",0,0,0,0,80
79,"G Wang, M Mohanlal, C Wilson, X Wang…","Social turing tests: Crowdsourcing sybil detection",2012,"arXiv preprint arXiv: …","arxiv.org","https://arxiv.org/abs/1205.3856","https://scholar.google.com/scholar?cites=6218611130837496508&as_sdt=5,34&sciodt=0,34&hl=en&num=20",29,"2017-05-09","","","","",0,0,0,0,79
78,"J Vuurens, AP de Vries…","How much spam can you take? an analysis of crowdsourcing results to increase accuracy",2011,"Proc. ACM SIGIR …","mediamatica.ewi.tudelft.nl","http://mediamatica.ewi.tudelft.nl/sites/default/files/paper_2.pdf","https://scholar.google.com/scholar?cites=13734584088649467975&as_sdt=5,34&sciodt=0,34&hl=en&num=20",28,"2017-05-09","PDF","","","",0,0,0,0,78
77,"K Heimerl, B Gawalt, K Chen, T Parikh…","CommunitySourcing: engaging local crowds to perform expert work via physical kiosks",2012,"Proceedings of the …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2208619","https://scholar.google.com/scholar?cites=6681499085376289149&as_sdt=5,34&sciodt=0,34&hl=en&num=20",30,"2017-05-09","","","","",0,0,0,0,77
76,"L Buechley, H Perner-Wilson","Crafting technology: Reimagining the processes, materials, and cultures of electronics",2012,"ACM Transactions on Computer-Human …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2362369","https://scholar.google.com/scholar?cites=14030502849501513106&as_sdt=5,34&sciodt=0,34&hl=en&num=20",35,"2017-05-09","","","","",0,0,0,0,76
74,"S Khanna, A Ratan, J Davis, W Thies","Evaluating and improving the usability of Mechanical Turk for low-income workers in India",2010,"… of the first ACM symposium on …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1926195","https://scholar.google.com/scholar?cites=5386351748017816815&as_sdt=5,34&sciodt=0,34&hl=en&num=20",27,"2017-05-09","","","","",0,0,0,0,74
73,"J Antin, A Shaw","Social desirability bias and self-reports of motivation: a study of amazon mechanical turk in the US and India",2012,"Proceedings of the SIGCHI Conference on Human …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2208699","https://scholar.google.com/scholar?cites=10400191576325000801&as_sdt=5,34&sciodt=0,34&hl=en&num=20",31,"2017-05-09","","","","",0,0,0,0,73
73,"Z Weinberg, EY Chen, PR Jayaraman…","I still know what you visited last summer: Leaking browsing history via user interaction and side channel attacks",2011,"Security and Privacy ( …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/5958027/","https://scholar.google.com/scholar?cites=11183636722434219654&as_sdt=5,34&sciodt=0,34&hl=en&num=20",32,"2017-05-09","","","","",0,0,0,0,73
73,"J Sadeh, JI Hong","Modeling users' mobile app privacy preferences: Restoring usability in a sea of permission settings",2014,"Symposium on Usable Privacy and Security (SOUPS)","usenix.org","https://www.usenix.org/system/files/conference/soups2014/soups14-paper-lin.pdf","https://scholar.google.com/scholar?cites=17730858277262835306&as_sdt=5,34&sciodt=0,34&hl=en&num=20",41,"2017-05-09","PDF","","","",0,0,0,0,73
71,"G Kazai, J Kamps, N Milic-Frayling","Worker types and personality traits in crowdsourcing relevance labels",2011,"Proceedings of the 20th ACM …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2063860","https://scholar.google.com/scholar?cites=16408918291700046452&as_sdt=5,34&sciodt=0,34&hl=en&num=20",37,"2017-05-09","","","","",0,0,0,0,71
70,"K Philip, L Irani, P Dourish","Postcolonial computing: A tactical survey",2012,"Science, Technology, & Human …","journals.sagepub.com","http://journals.sagepub.com/doi/abs/10.1177/0162243910389594","https://scholar.google.com/scholar?cites=16804218998773014230&as_sdt=5,34&sciodt=0,34&hl=en&num=20",38,"2017-05-09","","","","",0,0,0,0,70
67,"M Hirth, T Hoßfeld, P Tran-Gia","Anatomy of a crowdsourcing platform-using the example of microworkers. com",2011,"Innovative Mobile and Internet …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/5976179/","https://scholar.google.com/scholar?cites=11246764426320234928&as_sdt=5,34&sciodt=0,34&hl=en&num=20",33,"2017-05-09","","","","",0,0,0,0,67
67,"NQV Hung, NT Tam, NT Lam, K Aberer","An Evaluation of Aggregation Techniques in Crowdsourcing.",2013,"WISE (2)","books.google.com","https://books.google.com/books?hl=en&lr=&id=Vpy5BQAAQBAJ&oi=fnd&pg=PA1&ots=8KmFwYXj27&sig=MbREPmaE7-f_-AT6cr7tivlRfHE","https://scholar.google.com/scholar?cites=2431620973466625776&as_sdt=5,34&sciodt=0,34&hl=en&num=20",46,"2017-05-09","","","","",0,0,0,0,67
66,"G Kazai, J Kamps, N Milic-Frayling","An analysis of human factors and label accuracy in crowdsourcing relevance judgments",2013,"Information retrieval","Springer","http://link.springer.com/article/10.1007/s10791-012-9205-0","https://scholar.google.com/scholar?cites=15729881536803120670&as_sdt=5,34&sciodt=0,34&hl=en&num=20",39,"2017-05-09","","","","",0,0,0,0,66
66,"L Micallef, P Dragicevic…","Assessing the effect of visualizations on bayesian reasoning through crowdsourcing",2012,"IEEE Transactions on …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/6327259/","https://scholar.google.com/scholar?cites=14329522422229514417&as_sdt=5,34&sciodt=0,34&hl=en&num=20",40,"2017-05-09","","","","",0,0,0,0,66
66,"D Vázquez, AM Lopez, J Marin…","Virtual and real world adaptation for pedestrian detection",2014,"IEEE transactions on …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/6587038/","https://scholar.google.com/scholar?cites=2637402509859183337&as_sdt=5,34&sciodt=0,34&hl=en&num=20",44,"2017-05-09","","","","",0,0,0,0,66
66,"BB Bederson, AJ Quinn","Web workers unite! addressing challenges of online laborers",2011,"CHI'11 Extended Abstracts on Human Factors …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1979606","https://scholar.google.com/scholar?cites=1351079154606469115&as_sdt=5,34&sciodt=0,34&hl=en&num=20",45,"2017-05-09","","","","",0,0,0,0,66
64,"M Silberman, J Ross, L Irani, B Tomlinson","Sellers' problems in human computation markets",2010,"Proceedings of the ACM …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1837891","https://scholar.google.com/scholar?cites=9451619785395645348&as_sdt=5,34&sciodt=0,34&hl=en&num=20",34,"2017-05-09","","","","",0,0,0,0,64
61,"C Bravo-Lillo, S Komanduri, LF Cranor…","Your attention please: designing security-decision UIs to make genuine risks harder to ignore",2013,"Proceedings of the …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2501610","https://scholar.google.com/scholar?cites=16822085142331509823&as_sdt=5,34&sciodt=0,34&hl=en&num=20",49,"2017-05-09","","","","",0,0,0,0,61
60,"P Dai, CH Lin, DS Weld","Pomdp-based control of workflows for crowdsourcing",2013,"Artificial Intelligence","Elsevier","http://www.sciencedirect.com/science/article/pii/S000437021300057X","https://scholar.google.com/scholar?cites=4756437723308849273&as_sdt=5,34&sciodt=0,34&hl=en&num=20",47,"2017-05-09","","","","",0,0,0,0,60
59,"R Teodoro, P Ozturk, M Naaman, W Mason…","The motivations and experiences of the on-demand mobile workforce",2014,"Proceedings of the 17th …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2531680","https://scholar.google.com/scholar?cites=17929590253699197052&as_sdt=5,34&sciodt=0,34&hl=en&num=20",53,"2017-05-09","","","","",0,0,0,0,59
58,"M Farrugia, A Quigley","Effective temporal graph layout: A comparative study of animation versus static display methods",2011,"Information Visualization","journals.sagepub.com","http://journals.sagepub.com/doi/abs/10.1057/ivs.2010.10","https://scholar.google.com/scholar?cites=9049720913657921576&as_sdt=5,34&sciodt=0,34&hl=en&num=20",43,"2017-05-09","","","","",0,0,0,0,58
58,"KT Stolee, S Elbaum","Exploring the use of crowdsourcing to support empirical studies in software engineering",2010,"Proceedings of the 2010 ACM-IEEE international …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1852832","https://scholar.google.com/scholar?cites=1697202163438820456&as_sdt=5,34&sciodt=0,34&hl=en&num=20",48,"2017-05-09","","","","",0,0,0,0,58
58,"A Kulkarni, P Gutheim, P Narula…","Mobileworks: Designing for quality in a managed crowdsourcing architecture",2012,"IEEE Internet …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/6226337/","https://scholar.google.com/scholar?cites=13689110164007919731&as_sdt=5,34&sciodt=0,34&hl=en&num=20",54,"2017-05-09","","","","",0,0,0,0,58
57,"P Narula, P Gutheim, D Rolnitzky, A Kulkarni…","MobileWorks: A Mobile Crowdsourcing Platform for Workers at the Bottom of the Pyramid.",2011,"Human …","researchgate.net","https://www.researchgate.net/profile/Prayag_Narula/publication/221603610_MobileWorks_A_Mobile_Crowdsourcing_Platform_for_Workers_at_the_Bottom_of_the_Pyramid/links/00463515093a985c0d000000.pdf","https://scholar.google.com/scholar?cites=11811825171585157890&as_sdt=5,34&sciodt=0,34&hl=en&num=20",51,"2017-05-09","PDF","","","",0,0,0,0,57
56,"PG Leon, B Ur, Y Wang, M Sleeper…","What matters to users?: factors that affect users' willingness to share information with online advertisers",2013,"Proceedings of the …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2501611","https://scholar.google.com/scholar?cites=9735320889274443221&as_sdt=5,34&sciodt=0,34&hl=en&num=20",55,"2017-05-09","","","","",0,0,0,0,56
55,"M Sleeper, J Cranshaw, PG Kelley, B Ur…","I read my Twitter the next morning and was astonished: A conversational perspective on Twitter regrets",2013,"Proceedings of the …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2466448","https://scholar.google.com/scholar?cites=14481216214110191315&as_sdt=5,34&sciodt=0,34&hl=en&num=20",52,"2017-05-09","","","","",0,0,0,0,55
55,"V Capraro, G Cococcioni","Social setting, intuition and experience in laboratory experiments interact to shape cooperative decision-making",2015,"Proc. R. Soc. B","rspb.royalsocietypublishing.org","http://rspb.royalsocietypublishing.org/content/282/1811/20150237.abstract","https://scholar.google.com/scholar?cites=11494867029673475177&as_sdt=5,34&sciodt=0,34&hl=en&num=20",57,"2017-05-09","","","","",0,0,0,0,55
55,"D Geiger, M Schader","Personalized task recommendation in crowdsourcing information systems—Current state of the art",2014,"Decision Support Systems","Elsevier","http://www.sciencedirect.com/science/article/pii/S016792361400147X","https://scholar.google.com/scholar?cites=2270313013517968808&as_sdt=5,34&sciodt=0,34&hl=en&num=20",66,"2017-05-09","","","","",0,0,0,0,55
54,"P Wais, S Lingamneni, D Cook, J Fennell…","Towards building a high-quality workforce with mechanical turk",2010,"… of computational social …","cs.kent.edu","http://www.cs.kent.edu/~javed/class-P2P12F/papers-2012/PAPER2012-Mturk-highqualityworkforce-wais.pdf","https://scholar.google.com/scholar?cites=3886626670585191705&as_sdt=5,34&sciodt=0,34&hl=en&num=20",50,"2017-05-09","PDF","","","",0,0,0,0,54
54,"M Musthag, D Ganesan","Labor dynamics in a mobile micro-task market",2013,"Proceedings of the SIGCHI Conference on …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2470745","https://scholar.google.com/scholar?cites=2044051044075730913&as_sdt=5,34&sciodt=0,34&hl=en&num=20",58,"2017-05-09","","","","",0,0,0,0,54
54,"L Irani","The cultural work of microwork",2015,"New Media & Society","nms.sagepub.com","http://nms.sagepub.com/content/17/5/720","https://scholar.google.com/scholar?cites=12438593586183354810&as_sdt=5,34&sciodt=0,34&hl=en&num=20",62,"2017-05-09","","","","",0,0,0,0,54
53,"MJ Lee, AJ Ko","Personifying programming tool feedback improves novice programmers' learning",2011,"Proceedings of the seventh international workshop on …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2016934","https://scholar.google.com/scholar?cites=11945588580945226795&as_sdt=5,34&sciodt=0,34&hl=en&num=20",56,"2017-05-09","","","","",0,0,0,0,53
53,"S Lewis, M Dontcheva, E Gerber","Affective computational priming and creativity",2011,"… of the SIGCHI Conference on Human …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1979048","https://scholar.google.com/scholar?cites=12968271626899911022&as_sdt=5,34&sciodt=0,34&hl=en&num=20",64,"2017-05-09","","","","",0,0,0,0,53
51,"TR Dillahunt, AR Malone","The promise of the sharing economy among disadvantaged communities",2015,"Proceedings of the 33rd Annual ACM …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2702189","https://scholar.google.com/scholar?cites=4376792644327401344&as_sdt=5,34&sciodt=0,34&hl=en&num=20",80,"2017-05-09","","","","",0,0,0,0,51
49,"Y Tian, J Zhu","Learning from crowds in the presence of schools of thought",2012,"Proceedings of the 18th ACM SIGKDD international …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2339571","https://scholar.google.com/scholar?cites=14013648975937249219&as_sdt=5,34&sciodt=0,34&hl=en&num=20",59,"2017-05-09","","","","",0,0,0,0,49
49,"M Hosseini, K Phalp, J Taylor…","The four pillars of crowdsourcing: A reference model",2014,"Research Challenges in …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/6861072/","https://scholar.google.com/scholar?cites=8035324392092902577&as_sdt=5,34&sciodt=0,34&hl=en&num=20",65,"2017-05-09","","","","",0,0,0,0,49
48,"NJ Raihani, R Bshary","A positive effect of flowers rather than eye images in a large-scale, cross-cultural dictator game",2012,"Proc. R. Soc. B","rspb.royalsocietypublishing.org","http://rspb.royalsocietypublishing.org/content/early/2012/06/01/rspb.2012.0758.short","https://scholar.google.com/scholar?cites=16684751630349533043&as_sdt=5,34&sciodt=0,34&hl=en&num=20",68,"2017-05-09","HTML","","","",0,0,0,0,48
47,"L Hetmank","Components and Functions of Crowdsourcing Systems-A Systematic Literature Review.",2013,"Wirtschaftsinformatik","aisel.aisnet.org","http://aisel.aisnet.org/cgi/viewcontent.cgi?article=1003&context=wi2013","https://scholar.google.com/scholar?cites=890135652602832245&as_sdt=5,34&sciodt=0,34&hl=en&num=20",69,"2017-05-09","","","","",0,0,0,0,47
46,"T Hoßfeld, M Hirth, P Tran-Gia","Modeling of crowdsourcing platforms and granularity of work organization in future internet",2011,"Proceedings of the 23rd International …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2043491","https://scholar.google.com/scholar?cites=10238285918038046451&as_sdt=5,34&sciodt=0,34&hl=en&num=20",60,"2017-05-09","","","","",0,0,0,0,46
46,"C Bravo-Lillo, L Cranor, J Downs, S Komanduri…","Improving computer security dialogs",2011,"Human-Computer …","Springer","http://www.springerlink.com/index/Q551210N08H16970.pdf","https://scholar.google.com/scholar?cites=774268592506792409&as_sdt=5,34&sciodt=0,34&hl=en&num=20",61,"2017-05-09","","","","",0,0,0,0,46
46,"P Heymann, H Garcia-Molina","Turkalytics: analytics for human computation",2011,"… of the 20th international conference on …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1963473","https://scholar.google.com/scholar?cites=4868425604983357873&as_sdt=5,34&sciodt=0,34&hl=en&num=20",63,"2017-05-09","","","","",0,0,0,0,46
46,"N Amsel, Z Ibrahim, A Malik, B Tomlinson","Toward sustainable software engineering (NIER track)",2011,"Proceedings of the 33rd …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1985964","https://scholar.google.com/scholar?cites=13285296010653914563&as_sdt=5,34&sciodt=0,34&hl=en&num=20",67,"2017-05-09","","","","",0,0,0,0,46
46,"H Li, B Zhao, A Fuxman","The wisdom of minority: Discovering and targeting the right group of workers for crowdsourcing",2014,"… of the 23rd international conference on World …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2568033","https://scholar.google.com/scholar?cites=3896996713005294541&as_sdt=5,34&sciodt=0,34&hl=en&num=20",70,"2017-05-09","","","","",0,0,0,0,46
44,"B Satzger, H Psaier, D Schall, S Dustdar","Auction-based crowdsourcing supporting skill management",2013,"Information Systems","Elsevier","http://www.sciencedirect.com/science/article/pii/S0306437912001251","https://scholar.google.com/scholar?cites=1927490475487735051&as_sdt=5,34&sciodt=0,34&hl=en&num=20",71,"2017-05-09","","","","",0,0,0,0,44
44,"J Bonneau, SE Schechter","Towards Reliable Storage of 56-bit Secrets in Human Memory.",2014,"USENIX Security","usenix.org","https://www.usenix.org/system/files/conference/usenixsecurity14/sec14-paper-bonneau.pdf","https://scholar.google.com/scholar?cites=5085978322555731111&as_sdt=5,34&sciodt=0,34&hl=en&num=20",74,"2017-05-09","PDF","","","",0,0,0,0,44
43,"U Gadiraju, R Kawase, S Dietze…","Understanding malicious behavior in crowdsourcing platforms: The case of online surveys",2015,"Proceedings of the 33rd …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2702443","https://scholar.google.com/scholar?cites=14396801076511898112&as_sdt=5,34&sciodt=0,34&hl=en&num=20",73,"2017-05-09","","","","",0,0,0,0,43
43,"L Litman, J Robinson, C Rosenzweig","The relationship between motivation, monetary compensation, and data quality among US-and India-based workers on Mechanical Turk",2015,"Behavior research methods","Springer","http://link.springer.com/article/10.3758/s13428-014-0483-x","https://scholar.google.com/scholar?cites=7871416780534871994&as_sdt=5,34&sciodt=0,34&hl=en&num=20",79,"2017-05-09","","","","",0,0,0,0,43
43,"J Thebault-Spieker, LG Terveen, B Hecht","Avoiding the south side and the suburbs: The geography of mobile crowdsourcing markets",2015,"Proceedings of the 18th ACM …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2675278","https://scholar.google.com/scholar?cites=11091643496205647039&as_sdt=5,34&sciodt=0,34&hl=en&num=20",90,"2017-05-09","","","","",0,0,0,0,43
42,"B Bergvall‐Kåreborn, D Howcroft","Amazon Mechanical Turk and the commodification of labour",2014,"New Technology, Work and …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/ntwe.12038/full","https://scholar.google.com/scholar?cites=8128006396800344696&as_sdt=5,34&sciodt=0,34&hl=en&num=20",84,"2017-05-09","","","","",0,0,0,0,42
